PinOut_1,PinOut_2,Voltage_1,Voltage_2,P_x,P_y,S1,dS1_dV,dPx_dV,dPy_dV,Mode_Locked,S1_MLd
221,112,4.333333333,2.196078431,22,71,-0.5269,-0.1469,-9,2,0,#N/A
221,113,4.333333333,2.215686275,20,55,-0.4667,0.0602,-2,-16,0,#N/A
221,114,4.333333333,2.235294118,1,83,-0.9762,-0.5095,-19,28,0,#N/A
221,115,4.333333333,2.254901961,13,84,-0.732,0.2442,12,1,0,#N/A
221,116,4.333333333,2.274509804,9,85,-0.8085,-0.0765,-4,1,0,#N/A
221,117,4.333333333,2.294117647,5,90,-0.8947,-0.0862,-4,5,0,#N/A
221,118,4.333333333,2.31372549,1,86,-0.977,-0.0823,-4,-4,0,#N/A
221,119,4.333333333,2.333333333,2,87,-0.9551,0.0219,1,1,0,#N/A
221,120,4.333333333,2.352941176,0,90,-1,-0.0449,-2,3,0,#N/A
221,121,4.333333333,2.37254902,0,99,-1,0,0,9,0,#N/A
221,122,4.333333333,2.392156863,1,84,-0.9765,0.0235,1,-15,0,#N/A
221,123,4.333333333,2.411764706,16,70,-0.6279,0.3486,15,-14,0,#N/A
221,124,4.333333333,2.431372549,34,26,0.1333,0.7612,18,-44,0,#N/A
221,125,4.333333333,2.450980392,45,27,0.25,0.1167,11,1,0,#N/A
221,126,4.333333333,2.470588235,44,27,0.2394,-0.0106,-1,0,0,#N/A
221,127,4.333333333,2.490196078,40,16,0.4286,0.1892,-4,-11,1,0.4286
221,128,4.333333333,2.509803922,42,16,0.4483,0.0197,2,0,1,0.4483
221,129,4.333333333,2.529411765,47,22,0.3623,-0.086,5,6,1,0.3623
221,130,4.333333333,2.549019608,38,28,0.1515,-0.2108,-9,6,0,#N/A
221,131,4.333333333,2.568627451,32,58,-0.2889,-0.4404,-6,30,0,#N/A
221,132,4.333333333,2.588235294,38,62,-0.24,0.0489,6,4,0,#N/A
221,133,4.333333333,2.607843137,33,56,-0.2584,-0.0184,-5,-6,0,#N/A
221,134,4.333333333,2.62745098,33,61,-0.2979,-0.0395,0,5,0,#N/A
221,135,4.333333333,2.647058824,40,62,-0.2157,0.0822,7,1,0,#N/A
221,136,4.333333333,2.666666667,39,49,-0.1136,0.1021,-1,-13,0,#N/A
221,137,4.333333333,2.68627451,45,52,-0.0722,0.0414,6,3,0,#N/A
221,138,4.333333333,2.705882353,48,46,0.0213,0.0935,3,-6,0,#N/A
221,139,4.333333333,2.725490196,55,45,0.1,0.0787,7,-1,0,#N/A
221,140,4.333333333,2.745098039,60,47,0.1215,0.0215,5,2,0,#N/A
221,141,4.333333333,2.764705882,54,46,0.08,-0.0415,-6,-1,0,#N/A
221,142,4.333333333,2.784313725,68,37,0.2952,0.2152,14,-9,0,#N/A
221,143,4.333333333,2.803921569,69,40,0.2661,-0.0291,1,3,0,#N/A
221,144,4.333333333,2.823529412,70,35,0.3333,0.0672,1,-5,0,#N/A
221,145,4.333333333,2.843137255,77,36,0.3628,0.0295,7,1,0,#N/A
221,146,4.333333333,2.862745098,79,29,0.463,0.1002,2,-7,0,#N/A
221,147,4.333333333,2.882352941,75,32,0.4019,-0.0611,-4,3,0,#N/A
221,148,4.333333333,2.901960784,79,34,0.3982,-0.0037,4,2,0,#N/A
221,149,4.333333333,2.921568627,69,34,0.3398,-0.0584,-10,0,0,#N/A
221,150,4.333333333,2.941176471,72,32,0.3846,0.0448,3,-2,0,#N/A
221,151,4.333333333,2.960784314,79,33,0.4107,0.0261,7,1,0,#N/A
221,152,4.333333333,2.980392157,71,38,0.3028,-0.1079,-8,5,0,#N/A
221,153,4.333333333,3,72,26,0.4694,0.1666,1,-12,0,#N/A
221,154,4.333333333,3.019607843,60,34,0.2766,-0.1928,-12,8,0,#N/A
221,155,4.333333333,3.039215686,64,42,0.2075,-0.0691,4,8,0,#N/A
221,156,4.333333333,3.058823529,61,45,0.1509,-0.0566,-3,3,0,#N/A
221,157,4.333333333,3.078431373,60,43,0.165,0.0141,-1,-2,0,#N/A
221,158,4.333333333,3.098039216,49,49,0,-0.165,-11,6,0,#N/A
221,159,4.333333333,3.117647059,47,49,-0.0208,-0.0208,-2,0,0,#N/A
221,160,4.333333333,3.137254902,45,48,-0.0323,-0.0115,-2,-1,0,#N/A
221,161,4.333333333,3.156862745,45,53,-0.0816,-0.0493,0,5,0,#N/A
221,162,4.333333333,3.176470588,33,63,-0.3125,-0.2309,-12,10,0,#N/A
221,163,4.333333333,3.196078431,35,72,-0.3458,-0.0333,2,9,0,#N/A
221,164,4.333333333,3.215686275,29,72,-0.4257,-0.0799,-6,0,0,#N/A
221,165,4.333333333,3.235294118,24,72,-0.5,-0.0743,-5,0,0,#N/A
221,166,4.333333333,3.254901961,21,72,-0.5484,-0.0484,-3,0,0,#N/A
221,167,4.333333333,3.274509804,18,75,-0.6129,-0.0645,-3,3,0,#N/A
221,168,4.333333333,3.294117647,15,81,-0.6875,-0.0746,-3,6,0,#N/A
221,169,4.333333333,3.31372549,11,99,-0.8,-0.1125,-4,18,0,#N/A
221,170,4.333333333,3.333333333,9,85,-0.8085,-0.0085,-2,-14,0,#N/A
221,171,4.333333333,3.352941176,4,85,-0.9101,-0.1016,-5,0,0,#N/A
221,172,4.333333333,3.37254902,19,92,-0.6577,0.2524,15,7,0,#N/A
221,173,4.333333333,3.392156863,3,84,-0.931,-0.2733,-16,-8,0,#N/A
221,174,4.333333333,3.411764706,6,84,-0.8667,0.0643,3,0,0,#N/A
221,175,4.333333333,3.431372549,3,78,-0.9259,-0.0592,-3,-6,0,#N/A
221,176,4.333333333,3.450980392,3,77,-0.925,0.0009,0,-1,0,#N/A
221,177,4.333333333,3.470588235,39,44,-0.0602,0.8648,36,-33,0,#N/A
221,178,4.333333333,3.490196078,37,32,0.0725,0.1327,-2,-12,0,#N/A
221,179,4.333333333,3.509803922,44,30,0.1892,0.1167,7,-2,0,#N/A
221,180,4.333333333,3.529411765,54,25,0.3671,0.1779,10,-5,1,0.3671
221,181,4.333333333,3.549019608,42,20,0.3548,-0.0123,-12,-5,1,0.3548
221,182,4.333333333,3.568627451,44,21,0.3538,-0.001,2,1,1,0.3538
221,183,4.333333333,3.588235294,42,33,0.12,-0.2338,-2,12,0,#N/A
221,184,4.333333333,3.607843137,34,57,-0.2527,-0.3727,-8,24,0,#N/A
221,185,4.333333333,3.62745098,34,68,-0.3333,-0.0806,0,11,0,#N/A
221,186,4.333333333,3.647058824,37,56,-0.2043,0.129,3,-12,0,#N/A
221,187,4.333333333,3.666666667,38,60,-0.2245,-0.0202,1,4,0,#N/A
221,188,4.333333333,3.68627451,40,55,-0.1579,0.0666,2,-5,0,#N/A
221,189,4.333333333,3.705882353,43,53,-0.1042,0.0537,3,-2,0,#N/A
221,190,4.333333333,3.725490196,45,55,-0.1,0.0042,2,2,0,#N/A
221,191,4.333333333,3.745098039,52,55,-0.028,0.072,7,0,0,#N/A
221,192,4.333333333,3.764705882,51,52,-0.0097,0.0183,-1,-3,0,#N/A
221,193,4.333333333,3.784313725,54,46,0.08,0.0897,3,-6,0,#N/A
221,194,4.333333333,3.803921569,55,45,0.1,0.02,1,-1,0,#N/A
221,195,4.333333333,3.823529412,60,40,0.2,0.1,5,-5,0,#N/A
221,196,4.333333333,3.843137255,65,39,0.25,0.05,5,-1,0,#N/A
221,197,4.333333333,3.862745098,67,39,0.2642,0.0142,2,0,0,#N/A
221,198,4.333333333,3.882352941,76,32,0.4074,0.1432,9,-7,0,#N/A
221,199,4.333333333,3.901960784,76,35,0.3694,-0.038,0,3,0,#N/A
221,200,4.333333333,3.921568627,77,33,0.4,0.0306,1,-2,0,#N/A
221,201,4.333333333,3.941176471,77,31,0.4259,0.0259,0,-2,0,#N/A
221,202,4.333333333,3.960784314,64,32,0.3333,-0.0926,-13,1,0,#N/A
221,203,4.333333333,3.980392157,75,36,0.3514,0.0181,11,4,0,#N/A
221,204,4.333333333,4,78,37,0.3565,0.0051,3,1,0,#N/A
221,205,4.333333333,4.019607843,73,32,0.3905,0.034,-5,-5,0,#N/A
221,206,4.333333333,4.039215686,76,41,0.2991,-0.0914,3,9,0,#N/A
221,207,4.333333333,4.058823529,73,38,0.3153,0.0162,-3,-3,0,#N/A
221,208,4.333333333,4.078431373,65,42,0.215,-0.1003,-8,4,0,#N/A
221,209,4.333333333,4.098039216,64,34,0.3061,0.0911,-1,-8,0,#N/A
221,210,4.333333333,4.117647059,66,44,0.2,-0.1061,2,10,0,#N/A
221,211,4.333333333,4.137254902,58,42,0.16,-0.04,-8,-2,0,#N/A
221,212,4.333333333,4.156862745,58,48,0.0943,-0.0657,0,6,0,#N/A
221,213,4.333333333,4.176470588,53,53,0,-0.0943,-5,5,0,#N/A
221,214,4.333333333,4.196078431,45,54,-0.0909,-0.0909,-8,1,0,#N/A
221,215,4.333333333,4.215686275,45,53,-0.0816,0.0093,0,-1,0,#N/A
221,216,4.333333333,4.235294118,39,62,-0.2277,-0.1461,-6,9,0,#N/A
221,217,4.333333333,4.254901961,36,64,-0.28,-0.0523,-3,2,0,#N/A
221,218,4.333333333,4.274509804,35,64,-0.2929,-0.0129,-1,0,0,#N/A
221,219,4.333333333,4.294117647,24,68,-0.4783,-0.1854,-11,4,0,#N/A
221,220,4.333333333,4.31372549,28,76,-0.4615,0.0168,4,8,0,#N/A
221,221,4.333333333,4.333333333,20,72,-0.5652,-0.1037,-8,-4,0,#N/A
221,222,4.333333333,4.352941176,19,83,-0.6275,-0.0623,-1,11,0,#N/A
221,223,4.333333333,4.37254902,12,88,-0.76,-0.1325,-7,5,0,#N/A
221,224,4.333333333,4.392156863,7,80,-0.8391,-0.0791,-5,-8,0,#N/A
221,225,4.333333333,4.411764706,8,85,-0.828,0.0111,1,5,0,#N/A
221,226,4.333333333,4.431372549,6,86,-0.8696,-0.0416,-2,1,0,#N/A
221,227,4.333333333,4.450980392,6,87,-0.871,-0.0014,0,1,0,#N/A
221,228,4.333333333,4.470588235,0,84,-1,-0.129,-6,-3,0,#N/A
221,229,4.333333333,4.490196078,0,90,-1,0,0,6,0,#N/A
221,230,4.333333333,4.509803922,6,68,-0.8378,0.1622,6,-22,0,#N/A
221,231,4.333333333,4.529411765,2,76,-0.9487,-0.1109,-4,8,0,#N/A
221,232,4.333333333,4.549019608,29,47,-0.2368,0.7119,27,-29,0,#N/A
221,233,4.333333333,4.568627451,41,35,0.0789,0.3157,12,-12,0,#N/A
221,234,4.333333333,4.588235294,38,38,0,-0.0789,-3,3,0,#N/A
221,235,4.333333333,4.607843137,42,40,0.0244,0.0244,4,2,0,#N/A
221,236,4.333333333,4.62745098,45,36,0.1111,0.0867,3,-4,0,#N/A
221,237,4.333333333,4.647058824,41,33,0.1081,-0.003,-4,-3,0,#N/A
221,238,4.333333333,4.666666667,41,44,-0.0353,-0.1434,0,11,0,#N/A
221,239,4.333333333,4.68627451,48,40,0.0909,0.1262,7,-4,0,#N/A
221,240,4.333333333,4.705882353,45,31,0.1842,0.0933,-3,-9,0,#N/A
221,241,4.333333333,4.725490196,45,32,0.1688,-0.0154,0,1,0,#N/A
221,242,4.333333333,4.745098039,37,35,0.0278,-0.141,-8,3,0,#N/A
221,243,4.333333333,4.764705882,45,33,0.1538,0.126,8,-2,0,#N/A
221,244,4.333333333,4.784313725,45,34,0.1392,-0.0146,0,1,0,#N/A
221,245,4.333333333,4.803921569,43,34,0.1169,-0.0223,-2,0,0,#N/A
221,246,4.333333333,4.823529412,47,34,0.1605,0.0436,4,0,0,#N/A
221,247,4.333333333,4.843137255,40,29,0.1594,-0.0011,-7,-5,0,#N/A
221,248,4.333333333,4.862745098,48,37,0.1294,-0.03,8,8,0,#N/A
221,249,4.333333333,4.882352941,43,33,0.1316,0.0022,-5,-4,0,#N/A
221,250,4.333333333,4.901960784,40,29,0.1594,0.0278,-3,-4,0,#N/A
221,251,4.333333333,4.921568627,46,35,0.1358,-0.0236,6,6,0,#N/A
221,252,4.333333333,4.941176471,41,31,0.1389,0.0031,-5,-4,0,#N/A
221,253,4.333333333,4.960784314,42,32,0.1351,-0.0038,1,1,0,#N/A
0,0,0,0,68,30,0.3878,,,,0,#N/A
220,0,4.31372549,0,66,34,0.32,-0.0678,-2,4,0,#N/A
220,1,4.31372549,0.019607843,70,28,0.4286,0.1086,4,-6,0,#N/A
220,2,4.31372549,0.039215686,57,31,0.2955,-0.1331,-13,3,0,#N/A
220,3,4.31372549,0.058823529,61,33,0.2979,0.0024,4,2,0,#N/A
220,4,4.31372549,0.078431373,56,35,0.2308,-0.0671,-5,2,0,#N/A
220,5,4.31372549,0.098039216,53,36,0.191,-0.0398,-3,1,0,#N/A
220,6,4.31372549,0.117647059,56,43,0.1313,-0.0597,3,7,0,#N/A
220,7,4.31372549,0.137254902,33,57,-0.2667,-0.398,-23,14,0,#N/A
220,8,4.31372549,0.156862745,23,63,-0.4651,-0.1984,-10,6,0,#N/A
220,9,4.31372549,0.176470588,30,63,-0.3548,0.1103,7,0,0,#N/A
220,10,4.31372549,0.196078431,27,65,-0.413,-0.0582,-3,2,0,#N/A
220,11,4.31372549,0.215686275,31,59,-0.3111,0.1019,4,-6,0,#N/A
220,12,4.31372549,0.235294118,31,61,-0.3261,-0.015,0,2,0,#N/A
220,13,4.31372549,0.254901961,37,62,-0.2525,0.0736,6,1,0,#N/A
220,14,4.31372549,0.274509804,37,60,-0.2371,0.0154,0,-2,0,#N/A
220,15,4.31372549,0.294117647,40,58,-0.1837,0.0534,3,-2,0,#N/A
220,16,4.31372549,0.31372549,40,56,-0.1667,0.017,0,-2,0,#N/A
220,17,4.31372549,0.333333333,44,51,-0.0737,0.093,4,-5,0,#N/A
220,18,4.31372549,0.352941176,56,43,0.1313,0.205,12,-8,0,#N/A
220,19,4.31372549,0.37254902,51,48,0.0303,-0.101,-5,5,0,#N/A
220,20,4.31372549,0.392156863,54,39,0.1613,0.131,3,-9,0,#N/A
220,21,4.31372549,0.411764706,61,43,0.1731,0.0118,7,4,0,#N/A
220,22,4.31372549,0.431372549,60,29,0.3483,0.1752,-1,-14,0,#N/A
220,23,4.31372549,0.450980392,72,37,0.3211,-0.0272,12,8,0,#N/A
220,24,4.31372549,0.470588235,66,34,0.32,-0.0011,-6,-3,0,#N/A
220,25,4.31372549,0.490196078,89,36,0.424,0.104,23,2,0,#N/A
220,26,4.31372549,0.509803922,73,36,0.3394,-0.0846,-16,0,0,#N/A
220,27,4.31372549,0.529411765,82,31,0.4513,0.1119,9,-5,0,#N/A
220,28,4.31372549,0.549019608,79,31,0.4364,-0.0149,-3,0,0,#N/A
220,29,4.31372549,0.568627451,88,28,0.5172,0.0808,9,-3,0,#N/A
220,30,4.31372549,0.588235294,88,26,0.5439,0.0267,0,-2,0,#N/A
220,31,4.31372549,0.607843137,89,24,0.5752,0.0313,1,-2,0,#N/A
220,32,4.31372549,0.62745098,89,23,0.5893,0.0141,0,-1,0,#N/A
220,33,4.31372549,0.647058824,89,20,0.633,0.0437,0,-3,0,#N/A
220,34,4.31372549,0.666666667,96,15,0.7297,0.0967,7,-5,0,#N/A
220,35,4.31372549,0.68627451,87,17,0.6731,-0.0566,-9,2,0,#N/A
220,36,4.31372549,0.705882353,86,19,0.6381,-0.035,-1,2,0,#N/A
220,37,4.31372549,0.725490196,89,22,0.6036,-0.0345,3,3,0,#N/A
220,38,4.31372549,0.745098039,90,21,0.6216,0.018,1,-1,0,#N/A
220,39,4.31372549,0.764705882,89,20,0.633,0.0114,-1,-1,0,#N/A
220,40,4.31372549,0.784313725,84,27,0.5135,-0.1195,-5,7,0,#N/A
220,41,4.31372549,0.803921569,83,21,0.5962,0.0827,-1,-6,0,#N/A
220,42,4.31372549,0.823529412,77,26,0.4951,-0.1011,-6,5,0,#N/A
220,43,4.31372549,0.843137255,80,28,0.4815,-0.0136,3,2,0,#N/A
220,44,4.31372549,0.862745098,70,24,0.4894,0.0079,-10,-4,0,#N/A
220,45,4.31372549,0.882352941,72,40,0.2857,-0.2037,2,16,0,#N/A
220,46,4.31372549,0.901960784,68,36,0.3077,0.022,-4,-4,0,#N/A
220,47,4.31372549,0.921568627,59,33,0.2826,-0.0251,-9,-3,0,#N/A
220,48,4.31372549,0.941176471,57,41,0.1633,-0.1193,-2,8,0,#N/A
220,49,4.31372549,0.960784314,76,40,0.3103,0.147,19,-1,0,#N/A
220,50,4.31372549,0.980392157,61,47,0.1296,-0.1807,-15,7,0,#N/A
220,51,4.31372549,1,65,42,0.215,0.0854,4,-5,0,#N/A
220,52,4.31372549,1.019607843,61,38,0.2323,0.0173,-4,-4,0,#N/A
220,53,4.31372549,1.039215686,57,42,0.1515,-0.0808,-4,4,0,#N/A
220,54,4.31372549,1.058823529,59,49,0.0926,-0.0589,2,7,0,#N/A
220,55,4.31372549,1.078431373,48,42,0.0667,-0.0259,-11,-7,0,#N/A
220,56,4.31372549,1.098039216,49,42,0.0769,0.0102,1,0,0,#N/A
220,57,4.31372549,1.117647059,56,41,0.1546,0.0777,7,-1,0,#N/A
220,58,4.31372549,1.137254902,69,44,0.2212,0.0666,13,3,0,#N/A
220,59,4.31372549,1.156862745,65,33,0.3265,0.1053,-4,-11,0,#N/A
220,60,4.31372549,1.176470588,60,33,0.2903,-0.0362,-5,0,0,#N/A
220,61,4.31372549,1.196078431,54,34,0.2273,-0.063,-6,1,0,#N/A
220,62,4.31372549,1.215686275,52,33,0.2235,-0.0038,-2,-1,0,#N/A
220,63,4.31372549,1.235294118,28,53,-0.3086,-0.5321,-24,20,0,#N/A
220,64,4.31372549,1.254901961,31,62,-0.3333,-0.0247,3,9,0,#N/A
220,65,4.31372549,1.274509804,25,62,-0.4253,-0.092,-6,0,0,#N/A
220,66,4.31372549,1.294117647,28,68,-0.4167,0.0086,3,6,0,#N/A
220,67,4.31372549,1.31372549,30,61,-0.3407,0.076,2,-7,0,#N/A
220,68,4.31372549,1.333333333,28,61,-0.3708,-0.0301,-2,0,0,#N/A
220,69,4.31372549,1.352941176,38,56,-0.1915,0.1793,10,-5,0,#N/A
220,70,4.31372549,1.37254902,34,57,-0.2527,-0.0612,-4,1,0,#N/A
220,71,4.31372549,1.392156863,41,59,-0.18,0.0727,7,2,0,#N/A
220,72,4.31372549,1.411764706,41,57,-0.1633,0.0167,0,-2,0,#N/A
220,73,4.31372549,1.431372549,46,51,-0.0515,0.1118,5,-6,0,#N/A
220,74,4.31372549,1.450980392,50,57,-0.0654,-0.0139,4,6,0,#N/A
220,75,4.31372549,1.470588235,51,46,0.0515,0.1169,1,-11,0,#N/A
220,76,4.31372549,1.490196078,61,49,0.1091,0.0576,10,3,0,#N/A
220,77,4.31372549,1.509803922,61,42,0.1845,0.0754,0,-7,0,#N/A
220,78,4.31372549,1.529411765,62,45,0.1589,-0.0256,1,3,0,#N/A
220,79,4.31372549,1.549019608,68,40,0.2593,0.1004,6,-5,0,#N/A
220,80,4.31372549,1.568627451,71,35,0.3396,0.0803,3,-5,0,#N/A
220,81,4.31372549,1.588235294,77,37,0.3509,0.0113,6,2,0,#N/A
220,82,4.31372549,1.607843137,76,25,0.505,0.1541,-1,-12,0,#N/A
220,83,4.31372549,1.62745098,77,25,0.5098,0.0048,1,0,0,#N/A
220,84,4.31372549,1.647058824,78,23,0.5446,0.0348,1,-2,0,#N/A
220,85,4.31372549,1.666666667,89,25,0.5614,0.0168,11,2,0,#N/A
220,86,4.31372549,1.68627451,89,27,0.5345,-0.0269,0,2,0,#N/A
220,87,4.31372549,1.705882353,90,23,0.5929,0.0584,1,-4,0,#N/A
220,88,4.31372549,1.725490196,86,25,0.5495,-0.0434,-4,2,0,#N/A
220,89,4.31372549,1.745098039,91,13,0.75,0.2005,5,-12,0,#N/A
220,90,4.31372549,1.764705882,91,10,0.802,0.052,0,-3,0,#N/A
220,91,4.31372549,1.784313725,90,17,0.6822,-0.1198,-1,7,0,#N/A
220,92,4.31372549,1.803921569,84,20,0.6154,-0.0668,-6,3,0,#N/A
220,93,4.31372549,1.823529412,87,20,0.6262,0.0108,3,0,0,#N/A
220,94,4.31372549,1.843137255,85,20,0.619,-0.0072,-2,0,0,#N/A
220,95,4.31372549,1.862745098,86,23,0.578,-0.041,1,3,0,#N/A
220,96,4.31372549,1.882352941,87,28,0.513,-0.065,1,5,0,#N/A
220,97,4.31372549,1.901960784,84,24,0.5556,0.0426,-3,-4,0,#N/A
220,98,4.31372549,1.921568627,64,31,0.3474,-0.2082,-20,7,0,#N/A
220,99,4.31372549,1.941176471,68,28,0.4167,0.0693,4,-3,0,#N/A
220,100,4.31372549,1.960784314,72,34,0.3585,-0.0582,4,6,0,#N/A
220,101,4.31372549,1.980392157,67,36,0.301,-0.0575,-5,2,0,#N/A
220,102,4.31372549,2,59,41,0.18,-0.121,-8,5,0,#N/A
220,103,4.31372549,2.019607843,62,38,0.24,0.06,3,-3,0,#N/A
220,104,4.31372549,2.039215686,63,34,0.299,0.059,1,-4,0,#N/A
220,105,4.31372549,2.058823529,71,36,0.3271,0.0281,8,2,0,#N/A
220,106,4.31372549,2.078431373,68,36,0.3077,-0.0194,-3,0,0,#N/A
220,107,4.31372549,2.098039216,65,32,0.3402,0.0325,-3,-4,0,#N/A
220,108,4.31372549,2.117647059,55,34,0.236,-0.1042,-10,2,0,#N/A
220,109,4.31372549,2.137254902,49,44,0.0538,-0.1822,-6,10,0,#N/A
220,110,4.31372549,2.156862745,50,43,0.0753,0.0215,1,-1,0,#N/A
220,111,4.31372549,2.176470588,47,41,0.0682,-0.0071,-3,-2,0,#N/A
220,112,4.31372549,2.196078431,55,37,0.1957,0.1275,8,-4,0,#N/A
220,113,4.31372549,2.215686275,62,33,0.3053,0.1096,7,-4,0,#N/A
220,114,4.31372549,2.235294118,61,39,0.22,-0.0853,-1,6,0,#N/A
220,115,4.31372549,2.254901961,35,46,-0.1358,-0.3558,-26,7,0,#N/A
220,116,4.31372549,2.274509804,27,50,-0.2987,-0.1629,-8,4,0,#N/A
220,117,4.31372549,2.294117647,28,53,-0.3086,-0.0099,1,3,0,#N/A
220,118,4.31372549,2.31372549,34,51,-0.2,0.1086,6,-2,0,#N/A
220,119,4.31372549,2.333333333,24,59,-0.4217,-0.2217,-10,8,0,#N/A
220,120,4.31372549,2.352941176,29,65,-0.383,0.0387,5,6,0,#N/A
220,121,4.31372549,2.37254902,33,60,-0.2903,0.0927,4,-5,0,#N/A
220,122,4.31372549,2.392156863,31,59,-0.3111,-0.0208,-2,-1,0,#N/A
220,123,4.31372549,2.411764706,32,52,-0.2381,0.073,1,-7,0,#N/A
220,124,4.31372549,2.431372549,43,58,-0.1485,0.0896,11,6,0,#N/A
220,125,4.31372549,2.450980392,49,54,-0.0485,0.1,6,-4,0,#N/A
220,126,4.31372549,2.470588235,41,52,-0.1183,-0.0698,-8,-2,0,#N/A
220,127,4.31372549,2.490196078,51,54,-0.0286,0.0897,10,2,0,#N/A
220,128,4.31372549,2.509803922,45,53,-0.0816,-0.053,-6,-1,0,#N/A
220,129,4.31372549,2.529411765,55,45,0.1,0.1816,10,-8,0,#N/A
220,130,4.31372549,2.549019608,52,47,0.0505,-0.0495,-3,2,0,#N/A
220,131,4.31372549,2.568627451,60,42,0.1765,0.126,8,-5,0,#N/A
220,132,4.31372549,2.588235294,59,36,0.2421,0.0656,-1,-6,0,#N/A
220,133,4.31372549,2.607843137,55,36,0.2088,-0.0333,-4,0,0,#N/A
220,134,4.31372549,2.62745098,70,38,0.2963,0.0875,15,2,0,#N/A
220,135,4.31372549,2.647058824,73,31,0.4038,0.1075,3,-7,0,#N/A
220,136,4.31372549,2.666666667,77,27,0.4808,0.077,4,-4,0,#N/A
220,137,4.31372549,2.68627451,84,32,0.4483,-0.0325,7,5,0,#N/A
220,138,4.31372549,2.705882353,79,23,0.549,0.1007,-5,-9,0,#N/A
220,139,4.31372549,2.725490196,83,22,0.581,0.032,4,-1,0,#N/A
220,140,4.31372549,2.745098039,87,26,0.5398,-0.0412,4,4,0,#N/A
220,141,4.31372549,2.764705882,86,27,0.5221,-0.0177,-1,1,0,#N/A
220,142,4.31372549,2.784313725,92,12,0.7692,0.2471,6,-15,0,#N/A
220,143,4.31372549,2.803921569,87,23,0.5818,-0.1874,-5,11,0,#N/A
220,144,4.31372549,2.823529412,84,18,0.6471,0.0653,-3,-5,0,#N/A
220,145,4.31372549,2.843137255,89,20,0.633,-0.0141,5,2,0,#N/A
220,146,4.31372549,2.862745098,86,18,0.6538,0.0208,-3,-2,0,#N/A
220,147,4.31372549,2.882352941,85,27,0.5179,-0.1359,-1,9,0,#N/A
220,148,4.31372549,2.901960784,83,22,0.581,0.0631,-2,-5,0,#N/A
220,149,4.31372549,2.921568627,81,24,0.5429,-0.0381,-2,2,0,#N/A
220,150,4.31372549,2.941176471,78,27,0.4857,-0.0572,-3,3,0,#N/A
220,151,4.31372549,2.960784314,78,27,0.4857,0,0,0,0,#N/A
220,152,4.31372549,2.980392157,80,31,0.4414,-0.0443,2,4,0,#N/A
220,153,4.31372549,3,73,34,0.3645,-0.0769,-7,3,0,#N/A
220,154,4.31372549,3.019607843,67,35,0.3137,-0.0508,-6,1,0,#N/A
220,155,4.31372549,3.039215686,62,34,0.2917,-0.022,-5,-1,0,#N/A
220,156,4.31372549,3.058823529,64,40,0.2308,-0.0609,2,6,0,#N/A
220,157,4.31372549,3.078431373,61,40,0.2079,-0.0229,-3,0,0,#N/A
220,158,4.31372549,3.098039216,65,29,0.383,0.1751,4,-11,0,#N/A
220,159,4.31372549,3.117647059,68,34,0.3333,-0.0497,3,5,0,#N/A
220,160,4.31372549,3.137254902,62,33,0.3053,-0.028,-6,-1,0,#N/A
220,161,4.31372549,3.156862745,64,38,0.2549,-0.0504,2,5,0,#N/A
220,162,4.31372549,3.176470588,60,40,0.2,-0.0549,-4,2,0,#N/A
220,163,4.31372549,3.196078431,52,43,0.0947,-0.1053,-8,3,0,#N/A
220,164,4.31372549,3.215686275,44,42,0.0233,-0.0714,-8,-1,0,#N/A
220,165,4.31372549,3.235294118,48,43,0.0549,0.0316,4,1,0,#N/A
220,166,4.31372549,3.254901961,49,48,0.0103,-0.0446,1,5,0,#N/A
220,167,4.31372549,3.274509804,37,44,-0.0864,-0.0967,-12,-4,0,#N/A
220,168,4.31372549,3.294117647,36,51,-0.1724,-0.086,-1,7,0,#N/A
220,169,4.31372549,3.31372549,36,51,-0.1724,0,0,0,0,#N/A
220,170,4.31372549,3.333333333,34,57,-0.2527,-0.0803,-2,6,0,#N/A
220,171,4.31372549,3.352941176,33,58,-0.2747,-0.022,-1,1,0,#N/A
220,172,4.31372549,3.37254902,30,56,-0.3023,-0.0276,-3,-2,0,#N/A
220,173,4.31372549,3.392156863,27,58,-0.3647,-0.0624,-3,2,0,#N/A
220,174,4.31372549,3.411764706,34,62,-0.2917,0.073,7,4,0,#N/A
220,175,4.31372549,3.431372549,33,64,-0.3196,-0.0279,-1,2,0,#N/A
220,176,4.31372549,3.450980392,17,61,-0.5641,-0.2445,-16,-3,0,#N/A
220,177,4.31372549,3.470588235,41,60,-0.1881,0.376,24,-1,0,#N/A
220,178,4.31372549,3.490196078,41,58,-0.1717,0.0164,0,-2,0,#N/A
220,179,4.31372549,3.509803922,41,57,-0.1633,0.0084,0,-1,0,#N/A
220,180,4.31372549,3.529411765,48,57,-0.0857,0.0776,7,0,0,#N/A
220,181,4.31372549,3.549019608,53,54,-0.0093,0.0764,5,-3,0,#N/A
220,182,4.31372549,3.568627451,55,50,0.0476,0.0569,2,-4,0,#N/A
220,183,4.31372549,3.588235294,50,49,0.0101,-0.0375,-5,-1,0,#N/A
220,184,4.31372549,3.607843137,59,46,0.1238,0.1137,9,-3,0,#N/A
220,185,4.31372549,3.62745098,62,40,0.2157,0.0919,3,-6,0,#N/A
